157512,1,2,7
157514,1,2,7
157517,1,2,7
157520,1,2,7
157522,1,2,7
157526,1,2,7
157529,1,2,7
157532,1,2,7
157535,1,2,7
157537,1,2,7
157540,1,2,7
157542,1,2,7
157545,1,2,7
157548,1,2,7
157551,1,2,7
157554,1,2,7
157557,1,2,7
157559,1,2,7
157562,1,2,7
157565,1,2,7
157569,1,2,7
157571,1,2,7
157574,1,2,7
157577,1,2,7
157596,1,2,7
157599,1,2,7
157602,1,2,7
157604,1,2,7
157608,1,2,7
157611,1,2,7
157614,1,2,7
157616,1,2,7
157619,1,2,7
157622,1,2,7
157625,1,2,7
157628,1,2,7
157631,1,2,7
157634,1,2,7
157636,1,2,7
157639,1,2,7
157642,1,2,7
157645,1,2,7
157647,1,2,7
157650,1,2,7
157654,1,2,7
157657,1,2,7
157659,1,2,7
157662,1,2,7
157665,1,2,7
157667,1,2,7
157670,1,2,7
157673,1,2,7
157676,1,2,7
157678,1,2,7
157681,1,2,7
157684,1,2,7
157687,1,2,7
157689,1,2,7
157692,1,2,7
157696,1,2,7
157699,1,2,7
157701,1,2,7
157704,1,2,7
157707,1,2,7
157709,1,2,7
157712,1,2,7
157715,1,2,7
157717,1,2,7
157720,1,2,7
157723,1,2,7
157725,1,2,7
157728,1,2,7
157731,1,2,7
157733,1,2,7
157736,1,2,7
157739,1,2,7
157742,1,2,7
157745,1,2,7
157748,1,2,7
157750,1,2,7
157753,1,2,7
157755,1,2,7
157758,1,2,7
157761,1,2,7
157764,1,2,7
157766,1,2,7
157769,1,2,7
157771,1,2,7
157774,1,2,7
157777,1,2,7
157780,1,2,7
157784,1,2,7
157786,1,2,7
157789,1,2,7
157791,1,2,7
157794,1,2,7
157797,1,2,7
157800,1,2,7
157802,1,2,7
157805,1,2,7
157807,1,2,7
157810,1,2,7
157813,1,2,7
157816,1,2,7
157819,1,2,7
157822,1,2,7
157826,1,2,7
157828,1,2,7
157831,1,2,7
157833,1,2,7
157836,1,2,7
157839,1,2,7
157842,1,2,7
157845,1,2,7
157847,1,2,7
157850,1,2,7
157853,1,2,7
157855,1,2,7
157858,1,2,7
157861,1,2,7
157864,1,2,7
157868,1,2,7
157870,1,2,7
157873,1,2,7
157875,1,2,7
157878,1,2,7
157881,1,2,7
157884,1,2,7
157886,1,2,7
157889,1,2,7
157891,1,2,7
157894,1,2,7
157897,1,2,7
157900,1,2,7
157902,1,2,7
157905,1,2,7
157907,1,2,7
157911,1,2,7
157914,1,2,7
157917,1,2,7
157919,1,2,7
157922,1,2,7
157924,1,2,7
157927,1,2,7
157930,1,2,7
157933,1,2,7
157936,1,2,7
157939,1,2,7
157941,1,2,7
157944,1,2,7
157946,1,2,7
157949,1,2,7
157953,1,2,7
157956,1,2,7
157967,1,2,7
157970,1,2,7
157973,1,2,7
157976,1,2,7
157979,1,2,7
157981,1,2,7
157984,1,2,7
157989,1,2,7
157992,1,2,7
158001,1,2,7
158004,1,2,7
158007,1,2,7
158009,1,2,7
158013,1,2,7
158015,1,2,7
158018,1,2,7
158020,1,2,7
158023,1,2,7
158026,1,2,7
158029,1,2,7
158032,1,2,7
158034,1,2,7
158038,1,2,7
158041,1,2,7
158043,1,2,7
158046,1,2,7
158049,1,2,7
158052,1,2,7
158055,1,2,7
158057,1,2,7
158060,1,2,7
158062,1,2,7
158065,1,2,7
158068,1,2,7
158071,1,2,7
158074,1,2,7
158076,1,2,7
158080,1,2,7
158082,1,2,7
158085,1,2,7
158088,1,2,7
158091,1,2,7
158093,1,2,7
158096,1,2,7
158098,1,2,7
158101,1,2,7
158104,1,2,7
158106,1,2,7
158109,1,2,7
158112,1,2,7
158114,1,2,7
158117,1,2,7
158120,1,2,7
158123,1,2,7
158126,1,2,7
158129,1,2,7
158132,1,2,7
158134,1,2,7
158137,1,2,7
158140,1,2,7
158142,1,2,7
158145,1,2,7
158148,1,2,7
158151,1,2,7
158154,1,2,7
158156,1,2,7
158159,1,2,7
158162,1,2,7
158166,1,2,7
158168,1,2,7
158171,1,2,7
158174,1,2,7
158177,1,2,7
158179,1,2,7
158182,1,2,7
158185,1,2,7
158187,1,2,7
158190,1,2,7
158193,1,2,7
158196,1,2,7
158198,1,2,7
158201,1,2,7
158204,1,2,7
158208,1,2,7
158210,1,2,7
158213,1,2,7
158216,1,2,7
158218,1,2,7
158221,1,2,7
158223,1,2,7
158226,1,2,7
158229,1,2,7
158232,1,2,7
158235,1,2,7
158238,1,2,7
158240,1,2,7
158243,1,2,7
158246,1,2,7
158248,1,2,7
158252,1,2,7
158255,1,2,7
158258,1,2,7
158261,1,2,7
158263,1,2,7
158266,1,2,7
158269,1,2,7
158271,1,2,7
158274,1,2,7
158277,1,2,7
158280,1,2,7
158283,1,2,7
158285,1,2,7
158288,1,2,7
158291,1,2,7
158294,1,2,7
158297,1,2,7
158300,1,2,7
158303,1,2,7
158306,1,2,7
158308,1,2,7
158311,1,2,7
158313,1,2,7
158316,1,2,7
158319,1,2,7
158322,1,2,7
158324,1,2,7
158327,1,2,7
158329,1,2,7
158332,1,2,7
158336,1,2,7
158339,1,2,7
158341,1,2,7
158344,1,2,7
158346,1,2,7
158349,1,2,7
158352,1,2,7
158355,1,2,7
158357,1,2,7
158360,1,2,7
158362,1,2,7
158365,1,2,7
158368,1,2,7
158371,1,2,7
158394,1,2,7
158397,1,2,7
158400,1,2,7
158403,1,2,7
158406,1,2,7
158408,1,2,7
158416,1,2,7
158428,1,2,7
158431,1,2,7
158434,1,2,7
158436,1,2,7
158440,1,2,7
158450,1,2,7
158453,1,2,7
158455,1,2,7
158461,1,2,7
158465,1,2,7
158467,1,2,7
158470,1,2,7
158473,1,2,7
158476,1,2,7
158479,1,2,7
158481,1,2,7
158484,1,2,7
158487,1,2,7
158490,1,2,7
158492,1,2,7
158495,1,2,7
158498,1,2,7
158501,1,2,7
158503,1,2,7
158507,1,2,7
158510,1,2,7
158512,1,2,7
158515,1,2,7
158518,1,2,7
158521,1,2,7
158523,1,2,7
158526,1,2,7
158529,1,2,7
158532,1,2,7
158534,1,2,7
158537,1,2,7
158540,1,2,7
158542,1,2,7
158545,1,2,7
158548,1,2,7
158551,1,2,7
158554,1,2,7
158557,1,2,7
158559,1,2,7
158562,1,2,7
158564,1,2,7
158567,1,2,7
158570,1,2,7
158573,1,2,7
158575,1,2,7
158578,1,2,7
158580,1,2,7
158583,1,2,7
158586,1,2,7
158589,1,2,7
158593,1,2,7
158595,1,2,7
158598,1,2,7
158600,1,2,7
158603,1,2,7
158606,1,2,7
158609,1,2,7
158611,1,2,7
158614,1,2,7
158616,1,2,7
158619,1,2,7
158622,1,2,7
158625,1,2,7
158627,1,2,7
158630,1,2,7
158632,1,2,7
158636,1,2,7
158639,1,2,7
158642,1,2,7
158644,1,2,7
158647,1,2,7
158649,1,2,7
158652,1,2,7
158655,1,2,7
158658,1,2,7
158661,1,2,7
158664,1,2,7
158666,1,2,7
158669,1,2,7
158671,1,2,7
158674,1,2,7
158678,1,2,7
158681,1,2,7
158683,1,2,7
158686,1,2,7
158688,1,2,7
158691,1,2,7
158694,1,2,7
158697,1,2,7
158699,1,2,7
158702,1,2,7
158704,1,2,7
158720,1,2,7
158723,1,2,7
158726,1,2,7
158728,1,2,7
158731,1,2,7
158734,1,2,7
158736,1,2,7
158739,1,2,7
158742,1,2,7
158745,1,2,7
158748,1,2,7
158750,1,2,7
158753,1,2,7
158755,1,2,7
158758,1,2,7
158761,1,2,7
158765,1,2,7
158768,1,2,7
158771,1,2,7
158776,1,2,7
